Report ID,Years Covered,Country Name,Lookup,Region,Country Webpage,Sector,Total Production Value (US$),Revenue Streams Covered,Includes In-kind Payments,Added to Payments by Author,Payments Received by Government from Covered Companies (US$),Payments Made by Covered Companies (US$),Proportion of Total Revenue/Production Covered (as indicated in EITI Report),Total Government Extractives Revenue (US$),Source for Total Government Extractives Revenues,Government's share,Currency,"Exchange Rate Utilized, US$1:LC",Disaggregation,In-kind Payment Volumes,In-kind Payment Value (US$),Nature of Subsidy,Amount of Subsidy (US$),Number of Companies Requested to Report,Companies Requested to Report,Number of Reporting Companies,Publication Date,Updated Date,Name of the Reconciler,EITI Report,Page of the Report,Comments
Mauritania2008,2008,Mauritania,2008_Mauritania,Africa,http://www.CNITIE.mr,"Oil, Mining",1846849616.657396,"State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Other significant benefits to government",Does not include payments made in-kind,,231365651.58618,234899503.9671991,,,,0.12527584785431936,,237.613,Disaggregated by revenue stream,,,,,,,36.0,June 2011,41922.0,Fair Links,http://eiti.org/files/Mauritania%202008%20EITI%20Report.pdf,,
Mauritania2009,2009,Mauritania,2009_Mauritania,Africa,http://www.CNITIE.mr,"Oil, Mining",1129676475.1075835,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Other significant benefits to government",Also covers payments made in-kind,No,191165715.06295663,195416882.63640603,,,,0.1692216482110519,United States Dollar and Mauritanian Ouguiya,257.32,Disaggregated by revenue stream,,49105000.0,,,53.0,"PETROLEUM PRODUCTION: Petronas, Tullow Oil, Roc Oil, Premier Oil, Kufpec. PETROLEUM EXPLORATION: 4M Energy, Baraka Petroleum, Blue Chip, Brimax, CNPCI, Dana Petroleum, Groupe ASB, Groupe Hi-Tech Mauritanie, IPG, Repsol YPF, Total E&P Mauritanie, Wintershall, Zaver Petroleum Gulf. NATIONAL OIL COMPANY: Societe Mauritanienne des Hydrocarbures (SMH). MINING PRODUCTION: SNIM (Societe Nationale Industrielle et Miniere), MCM (Mauritanian Copper Mines), Tasiast Mauritanie. MINING EXPLORATION: Agrineq, Alco Materials, Atlantic Metals, Aura Energy, BSA, Bumi Mauritanie, Bumi Ressources, Caracal Gold, CIFC, El Aouj Mining Company, ID Geoservices, Macoba-TP, Maghreb Mining (2M), Managem, Maurigold, Mauritania Mining, Mauritania Holding, Mining Resources, Murchison United, Peak Metals, Resource Investment International, Roxwell Mining, Segma, Shield Metal, Shield Saboussiri, Somaso, Sonko Lowenthal, Sphere Mauritania, THL Mauritania Gold, Uranimetrics, Wadi al Rawda.",36.0,September 2011,41956.0,Fair Links,http://eiti.org/files/Mauritania%202009%20EITI%20Report.pdf,16-17,"Profit-oil (""Etat-Puissance Publique"") is received in-kind (see description of commercialization on p.10); the value of this oil is included in govt receipts. The value of cost-oil and profit-oil (""Etat Associé"") received by the national oil company (SMH) from private companies is also included as government receipts. No volume or price information is given for in-kind receipts. Total In-kind Payment Value includes profit oil received by govt, profit oil received by SMH, and cost oil received by SMH. Note that SMH paid US$17,443,000 to Sterling Energy to finance state parternship in the Chinguetti field (see footnote on p.16) -- this payment is not reflected in payment/revenue totals.  SMH also pays dividends to the state (none reported)."
Mauritania2010,2010,Mauritania,2010_Mauritania,Africa,http://www.CNITIE.mr,"Oil, Mining",1806134712.70672,"Host government's production entitlement, Profits/Taxes, Dividends, Bonuses, Licenses and concessions, Other significant benefits to government",Also covers payments made in-kind,"Yes (value of national oil company's in-kind receipts has been added to totals, the value of govt in-kind receipts commercialized by the NOC is already included)",270018612.9911618,237278711.68385196,,,,0.149500815798233,United States Dollar and Mauritanian Ouguiya,271.55,"Disaggregated by revenue stream, Disaggregated by company","726,859 bbl of oil",57163005.0,,,62.0,"NATIONAL OIL COMPANY: Societe Maurtanienne des Hydrocarbures (SMH). PETROLEUM PRODUCTION: Petronas. PETROLEUM EXPLORATION: Dana Petroleum, International Petroleum Grouping (IPG), Repsol, Sonatrach, Total, Tullow Oil, Wintershall. STATE-OWNED MINING COMPANY: Societe Nationale Indtrielle et Minere (SNIM). MINING PRODUCTION: Mauritanian Copper Mines (MCM), Tasiast. MINING EXPLORATION: AGRINEQ, Alco Materials, Alecto Holdings International, Atlantic Metals, Aura Energy, Bofal Indo Mining Company, BSA, Bumi Mauritanie, Caracal Gold, CIFC, Curve Capital Ventures, Drake Resources, Durman International Group, Al Aouj Mining Company, ELite Earth Minerals and Metals, Forte Energy, Ghana Ressources, Ghazal Minerals, Gulf Western Mining, ID Geoservices, Lusitania Iron, Lusitania Metals, Lusitania Uranium, Macoba-TP, Maghreb Oil and Mining, Managem, Massadir, Mauriplat, Mauritania for Mining and Services, Mauritania Mining Resources, Mayritanian Minerals Company (MMC), Mauritania Ventures, Mauritanian Holding, Mineralis, Mining Resources, Mining Ventures, Murchison, Negoce International Mining, Peak Metals, Piedras Ornementales Hergha SL, Resource Investment International, Roxwell Mining, Shield Mining, Shield Mining Saboussiri, Silvrex, SMCRP, Somaso SA, Somaso 1, Sonko Lowenthal, Sphere Mauritania, Tafoli Minerals, Tayssir Resources, TransAfrika, THL Mauritania Gold, NMIN Limited, Uranimetrics, Wadi Al Rawda, Wafa Mining, Wirama Entiti Mauritania.",73.0,June 2013,41957.0,Fair Links,http://eiti.org/files/Mauritania-2010-EITI-Report.pdf,"8, 10, 12, 18-21","eiti.org totals do not include ""indirect payments"" or the value of in-kind receipts recieved by SMH for its own account. Total In-kind Payment Volumes include oil received by SMH for its own account (Cost Oil/Profit Oil-Etat Associé = 280,025 bbl) and the volume received by SMH and commercialized on behalf of the state (Profit Oil-Puissance Publique = 446,834 bbl). Note that Total In-kind Payment Value includes the value of ""Etat-Associe"" in-kind receipts priced at $80.20/bbl (the state received $34,705,000, or  $77.67/bbl for the ""Puissance-Publique"" portion). Note also that SMH is considered both a receiving entity (for Cost Oil/Profit Oil-Etat Associé) and a paying company (for the commercialized value of Profit Oil-Puissance Publique and Dividends). The value of Profit Oil-Puissance Publique is included in the EITI Report's revenue totals, but the value of in-kind Cost Oil/Profit Oil-Etat Associé received by SMH from private companies is not; it has been added to totals here based on the average oil price given in the report ($80.20/bbl, see p.10). Of the 280,025 bbl received by SMH as Cost Oil/Profit Oil-Etat Associé, 173,983 bbl was ""paid"" to Sterling Energy to finance the state's interest in the Chinguetti field (see footnote p.18); the value of this payment is not reflected in Government receipts or company payments. ""Indirect payments"" were reported unilaterally by govt and have been included in Total Received by Govt."
Mauritania2011,2011,Mauritania,2011_Mauritania,Africa,http://www.CNITIE.mr,"Oil, Mining",2068434236.7701116,"Host government's production entitlement, Profits/Taxes, Dividends, Bonuses, Licenses and concessions, Other significant benefits to government",Also covers payments made in-kind,"Yes (value of national oil company's in-kind receipts has been added to totals, the value of govt in-kind receipts commercialized by the NOC is already included)",448018316.7655246,429224820.9804543,,,,0.21659780562572362,United States Dollar and Mauritanian Ouguiya,277.3,"Disaggregated by revenue stream, Disaggregated by company","767,817 bbl of oil",80488499.6,,,70.0,"NATIONAL OIL COMPANY: Societe Maurtanienne des Hydrocarbures (SMH). PETROLEUM PRODUCTION: Petronas. PETROLEUM EXPLORATION: Dana Petroleum, International Petroleum Grouping (IPG), Repsol, Sonatrach, Total, Tullow Oil, Wintershall. STATE-OWNED MINING COMPANY: Societe Nationale Indtrielle et Minere (SNIM). MINING PRODUCTION: Mauritanian Copper Mines (MCM), Tasiast. MINING EXPLORATION: AGRINEQ, Amssega Exploration, ARVG Specialty Mines (PVT), Atlantic Metals, Aura Energy, Bofal Indo Mining Company, BSA, Bumi Mauritanie, Caracal Gold, CIFC, Curve Capital Ventures, Drake Resources, Durman International Group, Earthstone RM, El Aouj Mining Company, Elite Earth Minerals and Metals, Energie Atlantique, Es Minerals, Forte Energy, Generale Miniere Mauritanienne, Ghazal Minerals, Global Mauritania Mining, ID Geoservices, Karfahane Co., Lusitania Iron, Lusitania Metals, Lusitania Uranium, Macoba-TP, Mauritania Energy Minerals, Mauritanian Minerals Company (MMC), Mauritania Mining Resources, Mauritania Ventures, Mauritanian Ressources, Mineralis, Negoce International Mining, Orecorp Mauritania, Pacific Andes Resources Development, Peak Metals, Sahara Minerals, Shield Mining, Shield Mining Saboussiri, Silvrex, Societe MAS, Somaso SA, Somaso 1, Sonko Lowenthal, Sphere Mauritania, Tafoli, Minerals, TAJ-Africa, Tamagot Bumi, Tayssir Resources, Tazadit Underground Mine, THL Mauritania Gold, TransAfrika, Wada Al Rawda, Wafa Mining, Wirama Entiti Mauritania.",63.0,June 2013,41957.0,Fair Links,http://eiti.org/files/Mauritania-2011-EITI-Report.pdf,"8, 10, 12, 18-21","eiti.org totals do not include ""indirect payments"" or the value of in-kind receipts recieved by SMH for its own account. Total In-kind Payment Volumes include oil received by SMH for its own account (Cost Oil/Profit Oil-Etat Associé = 297,764 bbl) and the volume received by SMH and commercialized on behalf of the state (Profit Oil-Puissance Publique = 470,053 bbl). Note that Total In-kind Payment Value includes the value of ""Etat Associé"" in-kind receipts priced at $108.90/bbl (the state received $48,062,000, or  $102.25/bbl, for the Puissance-Publique portion). Note also that SMH is considered both a receiving entity (for Cost Oil/Profit Oil-Etat Associé) and a paying company (for the commercialized value of Profit Oil-Puissance Publique and Dividends). The value of Profit Oil-Puissance Publique is included in the EITI Report's revenue totals, but the value of in-kind Cost Oil/Profit Oil-Etat Associé received by SMH from private companies is not; it has been added to totals here based on the average oil price given in the report ($108.90/bbl, see p.10). Of the 297,764 bbl received by SMH as Cost Oil/Profit Oil-Etat Associé, 235,710 bbl was ""paid"" to Sterling Energy to finance the state's interest in the Chinguetti field (see footnote p.18); the value of this payment is not reflected in Government receipts or company payments. ""Indirect payments"" were reported unilaterally by govt and have been included in Total Received by Govt."
Mauritania2012,2012,Mauritania,2012_Mauritania,Africa,http://www.CNITIE.mr,"Oil, Mining",2052846535.0,"Host government's production entitlement, State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Licenses and concessions, Other significant benefits to government",Does not include payments made in-kind,No,472169395.83,468640335.36,1.0,540931966.22,,0.2635,Mauritanian Ouguiya,295.9,"Disaggregated by revenue stream, Disaggregated by company",,,,,21.0,"SNIM, MCM, Tasiast Mauritanie, El Aouj Mining Company SA, Sphere Mauritania SA, Société Mauritanienne des Hydrocarbures et du Patrimoine Minier, Petronas, Dana Petroleum, International Petroleum Grouping (IPG), Repsol, Sonatrach (SIPEX), Total, Tullow Oil, Chariot Oil Gas Limited, Kosmos Energy",15.0,December 2014,,Moore Stephens,https://eiti.org/files/Rapport%20final%20-%20Conciliation%20ITIE%20Mauritanie%202012.pdf,,Total payments by stream/company differ. Production value is export value and are figures reported by companies (not the government).
Mongolia2006 ,2006,Mongolia,2006_Mongolia,East Asia and Pacific,http://eitimongolia.mn/,"Oil, Mining",1053499669.0326614,"Host government's production entitlement, Profits/Taxes, Royalties, Dividends, Licenses and concessions, Other significant benefits to government",Also covers payments made in-kind,No,411987301.6,434116184.3,,,,0.3910654304982295,Mongolian Tugrik,1134.0,"Disaggregated by revenue stream, Disaggregated by company, Disaggregated by company and revenue stream",Not given,Not given,,,25.0,"AltanDornot Mongol, Aduunchuluun, Baganuur, Boroo Gold, Chinhua MAK Nariin Sukhait, Cold Gold, Datsan Trade, ErdesHolding, Erdenet Mining Corporation, Gatsuurt, Ivanhoe Mines Mongolia Inc, Jump LLC, MAK, MGH, Mongol Gazar, Mongolrostsvetment JV, Petro China Daqing Tamsag (Mongol) LLC, Sharyn Gol, Shim Technology LLC, Shin Shin LLC, Shivee Ovoo SC, Shizhir Alt LLC, Tavantolgoi, Tsairt Minerals LLC, Ulz Gol Cooperative",25.0,December 2007,41901.0,Crane White and Associates,http://eiti.org/files/Mongolia%202006%20EITI%20Report.pdf,16.0,"Materiality threshold: Companies that made a payment of at least MNT200,000,000 in 2006 should be reconciled. The report does not provide post-adjustment figures by company. Unilateral declarations are included in the figures, including donations made to government entities that only companies reported on. Some of these donations were in-kind payments, and have been given a monetary value by companies, but the amount these account for is unclear. The report provides production volumes for some companies, but this is not comprehensive. The 2008 Report provides historical productions volumes however. Baganuur and  Shivee Ovoo SC are 75% and 90% state-owned respectively. Erdenet Mining Corporation (EMC) and Mongolrostsvetment JV are both 51% owned by the Government of Mongolia and 49% owned by the Government of Russia. EMC accounted for 90% of (pre-adjustment) revenues reported by Government."
Mongolia2006,2006,Mongolia,2006_Mongolia,East Asia and Pacific,,Mining,1053499669.0326614,,,,,,,,,,,,,,,,,24.0,"AltanDornot Mongol, Aduunchuluun, Baganuur, Boroo Gold, Chinhua MAK Nariin Sukhait, Cold Gold, Datsan Trade, ErdesHolding, Erdenet Mining Corporation, Gatsuurt, Ivanhoe Mines Mongolia Inc, Jump LLC, MAK, MGH, Mongol Gazar, Mongolrostsvetment JV, Sharyn Gol, Shim Technology LLC, Shin Shin LLC, Shivee Ovoo SC, Shizhir Alt LLC, Tavantolgoi, Tsairt Minerals LLC, Ulz Gol Cooperative",24.0,,,,,,
Mongolia2007,2007,Mongolia,2007_Mongolia,East Asia and Pacific,http://eitimongolia.mn/,"Oil, Mining",1320503204.6597846,"Host government's production entitlement, Profits/Taxes, Royalties, Dividends, Licenses and concessions, Other significant benefits to government",Also covers payments made in-kind,No,640532901.0,660586246.0,,,,0.48506728248722986,Mongolian Tugrik,1169.0,"Disaggregated by revenue stream, Disaggregated by company, Disaggregated by company and revenue stream",Not given,Not given,,,38.0,"Petro China Daqing Tamsag (Mongol) LLC, Adamas Mining LLC, AltanDornot Mongol, Baganuur, Bold Tumur Eruu Gol LLC, Boroo Gold, Bud Invest LLC, Buurgent LLC, Chinhua MAK Nariin Sukhait, Cold Gold, Datsan Trade, Eltrana LLC, ErdesHolding, Erdenet Mining Corporation, Erdmin LLC, Gatsuurt, Gobi Coal and Energy LLC, Gurvan Tuhum LLC, Ivanhoe Mines Mongolia Inc, Jump LLC, Mon Dulaan Trade LLC, Mongol-Czech Metal SPIE, Mongolrostsvetment JV, Mongolyn Alt LLC, Monpolimet LLC, Shanlun LLC, Shariin Gol LLC, Shijir Alt SHC, Shim Technology LLC, Shin Shin LLC, Shivee Ovoo SC, Sonor Trade LLC, Tavantolgoi, Tethys Minig LLC, Tsairt Minerals LLC, Tun Shen LLC, Ulz Gol Cooperative",38.0,October 2009,41901.0,Ernst & Young,http://eiti.org/files/Mongolia%202007%20EITI%20Report.pdf,11.0,"Materiality threshold: Companies that made a payment of at least MNT200,000,000 in 2007 should be reconciled. Resolved discrepancies are not included in the final figures, but there is insufficent information to add these retrospectively. Unilateral declarations are included in the figures. Some donations to government entities and 'expenditures on environmental protection' are in-kind payments and have been given a monetary value by companies, but the amount these account for is unclear. Disaggregation by commodity is only indirect through disaggregation by company, and therefore limited. The report provides production volumes for some companies, but this is not comprehensive. The 2008 Report provides historical productions volumes however. Baganuur and  Shivee Ovoo SC are 75% and 90% state-owned respectively. Erdenet Mining Corporation (EMC) and Mongolrostsvetment JV are both 51% owned by the Government of Mongolia and 49% owned by the Government of Russia. EMC accounted for 80% of revenues reported by Government."
Mongolia2008,2008,Mongolia,2008_Mongolia,East Asia and Pacific,http://eitimongolia.mn/,"Oil, Mining",1942391715.3032022,"State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Licenses and concessions, Other significant benefits to government",Also covers payments made in-kind,No,587942636.0,588887191.4,,,,0.3026900451478829,Mongolian Tugrik,1165.0,"Disaggregated by revenue stream, Disaggregated by company, Disaggregated by company and revenue stream",Not given,Not given,,,46.0,"AltanDornot Mongol, Aduunchuluun, Baganuur, Boroo Gold, Chinhua MAK Nariin Sukhait, Cold Gold, Datsan Trade, ErdesHolding, Erdenet Mining Corporation, Gatsuurt, Ivanhoe Mines Mongolia Inc, Jump LLC, Khan Shijir SHC, MAK, MGH, Mongol Gazar, Mongolrostsvetment JV, Petro China Daqing Tamsag (Mongol) LLC, Sharyn Gol, Shim Technology LLC, Shin Shin LLC, Shivee Ovoo SC, Shizhir Alt LLC, Tavantolgoi, Tsairt Minerals LLC, Ulz Gol Cooperative",46.0,May 2010,41902.0,Hart Nurse &amp; Ulaambaatar Audit Corp.,http://eiti.org/files/Mongolia%202008%20EITI%20Report.pdf,9.0,"Materiality threshold: Companies that made a payment of at least MNT100,000,000 in 2008 should be reconciled. Unilateral declarations are included in the figures. Some donations to government entities and 'expenditures on environmental protection' are in-kind payments and have been given a monetary value by companies, but the amount these account for is unclear. Disaggregation by commodity is only indirect through disaggregation by company, and therefore limited. Baganuur and  Shivee Ovoo SC are 75% and 90% state-owned respectively. Erdenet Mining Corporation (EMC) and Mongolrostsvetment JV are both 51% owned by the Government of Mongolia and 49% owned by the Government of Russia. EMC accounted for 77% of revenues reported by Government."
Mongolia2009,2009,Mongolia,2009_Mongolia,East Asia and Pacific,http://eitimongolia.mn/,"Oil, Mining",1562865033.3550594,"State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Licenses and concessions, Other significant benefits to government",Also covers payments made in-kind,No,512525992.42710215,512566409.3,,,,0.3279400213637411,Mongolian Tugrik,1439.0,"Disaggregated by revenue stream, Disaggregated by company, Disaggregated by commodity, Disaggregated by company and revenue stream",Not given,Not given,,,107.0,"Dongsheng petroleum LLC, Petro china dachin tamsag LLC, Zhong Chen Utian, Central Asiam Petroleum, Petro Matad, DWM Petroleum AG, NPI, MCS, Adamas mining LLC, Aduunchuluun LLC, Anian resources LLC, AFC tavt LLC, Adil och LLC, Almaz group LLC, Altai gold LLC, AUM LLC, Altain khuder LLC, Ankhai international LLC, Areva mongol LLC, Baganuur JSC, Berkh uul LLC, Bayan erch LLC, Bayalag jonsh LLC, Berkh uul LLC, Bayarsgold LLC, Boroo gold LLC, Bud invest LLC, Bulgangangat LLC, Bumbat LLC, Buurgent LLC, Bold tumur yruu gol LLC, Beren group LLC, Bayan airag exploration LLC, Braveheart resources LLC, Chinkhua MAK nariin sukhait LLC, Commod LLC, Centerra gold LLC, Childson LLC, Datsan trade LLC, Dun-Erdene LLC, Energy resources LLC, Erdene mongol LLC, Erdenet mining corporation LLC, Erdes Kholding LLC, Erel LLC, Erven khuder LLC, Emeelt mines LLC, Flink Mongolia LLC, Govi coal and energy LLC, Gatsuurt LLC, Guravt LLC, Gurvan tuhum LLC, Ivanhoe mines /Oyu tolgoi/ LLC, Ikh tokhoirol LLC, Ikh mongol mining LLC, Jump LLC, J and U gold LLC, Kojigovi LLC, Khan shijir LLC, KHOTU LLC, Khurai LLC, Kynar wolfram LLC, Khangad exploration LLC, Mongoliin alt corporation LLC, MonEnCo LLC, Mongolrustsevetmet LLC, Mongolchezmetal LLC, Mongol gazar LLC, Mongol tsamkhag LLC, Mongolbulgar geo LLC, Monpolimet LLC, Megaplast Mongolia LLC, Northwind LLC, Noyon Gary LLC, Odod LLC, Olon ovoot gold LLC, Ochir undraa LLC, Polo resources LLC, Rio LLC, Southgovi sands LLC, Shariin gol JSC, Shivee ovoo JSC, Sonor trade LLC, Suikhent LLC, Shijir alt LLC, MGH LLC, Shanlun LLC, Shin shin LLC, Suchigo LLC, Shijir talst LLC, SBF LLC, Tavan tolgoi JSC, T and Ch LLC, Tavan shuteen trade LLC, Tethys mining LLC, Tsogt onon LLC, Tsevdeg LLC, Tunsin LLC, Tsairt minerals LLC, Uuls zaamar LLC, Uuls noyon LLC, Uyan gan LLC, Uurt gold LLC, Urmun uul LLC, Western prospector LLC, Zaamariin ikh alt LLC, Zubgol LLC, Zuriin bulan LLC",101.0,May 2011,41904.0,Hart Nurse &amp; Ulaambaatar Audit Corp.,http://eiti.org/files/Mongolia%202009%20EITI%20Report.pdf,7.0,"Materiality threshold: Companies that made a payment of at least MNT50,000,000 in 2009 should be reconciled. Unilateral declarations are included in the figures, including payments by six oil companies that were not requested to report and are therefore only reported on by government. Production volumes given in this report differ from those in the 2011 report. The latter are set out here. Some donations to government entities and 'expenditures on environmental protection' are in-kind payments and have been given a monetary value by companies, but the amount these account for is unclear. The report disaggregates government receipts by commodity (although aggregates copper and molybdenum), but only with reference to pre-adjustment figures. Post-adjustment figures are only provided indirectly through disaggregation by company. Where possible, post-adjustment figures have been given, but where this isn't, the breakdown of pre-adjustment figures have been used to estimate post-adjustment government receipts. Baganuur and  Shivee Ovoo SC are 75% and 90% state-owned respectively. Erdenet Mining Corporation (EMC) and Mongolrostsvetment JV are both 51% owned by the Government of Mongolia and 49% owned by the Government of Russia. EMC accounted for 48% of revenues reported by Government."
Mongolia2010,2010,Mongolia,2010_Mongolia,East Asia and Pacific,http://eitimongolia.mn/,"Oil, Mining",2405606221.785621,"State-owned company production entitlement, Profits/Taxes, Royalties, Dividends, Licenses and concessions, Other significant benefits to government",Also covers payments made in-kind,No,943183886.0,943184625.7,,,,0.39207742208943,Mongolian Tugrik,1351.87,"Disaggregated by revenue stream, Disaggregated by company, Disaggregated by commodity, Disaggregated by company and revenue stream",Donations and assistance provided to Government organisations (type and volumes are not comprehensively given),3787346.416,,,150.0,"Govi Energy partners LLC, Don Seng LLC, Zon heng yu tian LLC, Capcorp LLC, Petro Matad LLC, Petro China Dachin Tamsag LLC, Sansariin geology haiguul LLC, Sheiman LLC, MCS holding LLC, Agit Khangai LLC, AGM mining LLC, Adamas mining LLC, Adamas mountain LLC, Adil-Och LLC, Aduunchuluun JSC, Asia gold Mongolia LLC, Ivonhoe mines Mongolia inc /Oyu tolgoi/ LLC, Altain khuder LLC, Altan dornod Mongol LLC, Amin tsetseg LLC, Andin Ilch LLC, Andiin temuulel LLC, Ankhai International LLC, AUM LLC, AFK TAVT LLC, Baganur JSC
Baga Tayan LLC, Bayan airag exploration LLC, Bayan- Erch LLC, Buurgent LLC, Bold tumor eruu gol LLC, Boroo gold LLC, Brave heart resouces LLC, Bud Invest LLC, Bulgan Gangat LLC, Bumbat LLC, Bumbat resources LLC, Berkh resources LLC, Berkh-Uul LLC, Beren-Group LLC, Beren mining LLC, Western Prosector Mongolia LLC, Garryson-Asia LLC, Gatsuurt LLC, Geosan LLC, Geo-Erel LLC, Gun Bileg Trade LLC, Gobi Coal and Energy LLC, GoviEx Mongolia LLC, Gobigeo LLC, Golden cross LLC, Goldan Pogada LLC, Gurvan tuhum LLC, Datsan trade LLC, DQI International Mongolia LLC, Don young LLC, Dun-Erdene LLC, Urmon-Uul LLC, Jump-Alt LLC, Ten Khun LLC, GKMK LLC, G and U gold LLC, Jotoin bajuna LLC, Zaamariin Ikh Alt LLC, Zaraya holdings LLC, ZBAA LLC, Zuriin bulan LLC, IAM khukh adar LLC, Ilt gold LLC, Ikh mongol mining LLC, Ikh tokhoirol LLC, Uurt gold LLC, Kevin-Invest LLC, Kojigobi LLC, Commod LLC, QGX mongol LLC, Lon Shengda LLC, MGMK LLC, MES LLC, Mogoin gol LLC, Mogul International LLC, Mon Ajnai LLC, Mon poliment LLC, Mongol road prom LLC, Mongol Alt Mak LLC, Mongol bolgar geo LLC, Mongol gazar LLC, Mongol tsamkhag LLC, Mongolczechmetal LLC, Mongol-Alt LLC, Mongolia development resources LLC, Mongolrustsvetmet LLC, Mondulaan trade LLC, Monrosprom LLC, MONENCO LLC, Noyon Garry LLC, North wind LLC, Nuclear energy LLC, Odod LLC, Odod gold LLC, Olon ovoot gold LLC, ONTRE LLC, Ochir tuv LLC, Peabody winsway resources LLC, South gobi sands LLC, Centerra gold Mongolia LLC, Taats muron LLC, Tavantolgoi LLC, Tethys mining LLC, TRAMM LLC, Tumen and LLC, Tunderklap LLC, Tunsini LLC, Urt khoshuu LLC, Uyangan LLC, Khan shijir LLC, Khangad exploration LLC, Khar tarvagatai LLC, Khuder-Erdene LLC, HOTU LLC, Khotiin zam LLC, Khuusgul LLC, Kuady kyon LLC, Khunan jinlen LLC, Khunnu resources LLC, Khurai LLC, Tsairt mineral LLC, Chamin-Alt LLC, Chinhua Mac Nariin Sukhait LLC
Shanlun LLC, Shar narst LLC, Shariin gol JSC, Shivee-Ovoo JSC, Shijir talst LLC, Shijir-Alt LLC, Shin shin LLC, MOOICO LLC, Emeelt mines LLC, Engui tal LLC, Energy resources LLC, Erven khuder LLC, Erdene Jas LLC, Erdenes MGL LLC, Erdenet uildver LLC, Erdes holding LLC, Eringovi LLC, Erel LLC, SBF LLC, Universal copper LLC",150.0,May 2012,41904.0,Hart Nurse &amp; Ulaambaatar Audit Corp.,http://eiti.org/files/Mongolia-2010-EITI-Report-FULL.pdf,6.0,"Materiality threshold: Companies that made a payment of at least MNT50,000,000 in 2010 should be reconciled. Some companies have been included that are not directly involved in mining activities, but provide services, such as catering, to companies that are. Unilateral declarations are included in the figures. Production volumes given in this report differ from those in the 2011 report. The latter are set out here. The report disaggregates government receipts by the main commodities (although aggregates copper and molybdenum). Some others are provided indirectly through disaggregation by company. Baganuur and  Shivee Ovoo SC are 75% and 90% state-owned respectively. Erdenet Mining Corporation (EMC) and Mongolrostsvetment JV are both 51% owned by the Government of Mongolia and 49% owned by the Government of Russia. EMC accounted for 51% of revenues reported by Government.  The report also includes: mineral reserves; FDI in the extractive sector; a detailed reconciliation of flows to some local government entities."
Mongolia2011,2011,Mongolia,2011_Mongolia,East Asia and Pacific,,Mining,114181132.63706996,,,,,,,,,,,,,,,,,,,,,,,,,
